district,year,yield
Main-Kinzig-Kreis,2018,8.04
Main-Kinzig-Kreis,2019,9.91
Main-Taunus-Kreis,1979,6.84
Main-Taunus-Kreis,1980,5.93
Main-Taunus-Kreis,1981,7.01
Main-Taunus-Kreis,1985,6.65
Main-Taunus-Kreis,1986,6.85
Main-Taunus-Kreis,1987,6.81
Main-Taunus-Kreis,1988,7.37
Main-Taunus-Kreis,1989,7.53
Main-Taunus-Kreis,1990,6.82
Main-Taunus-Kreis,1991,6.48
Main-Taunus-Kreis,1993,7.63
Main-Taunus-Kreis,1994,7.4
Main-Taunus-Kreis,1995,8.01
Main-Taunus-Kreis,1996,7.67
Main-Taunus-Kreis,1997,7.45
Main-Taunus-Kreis,1998,7.99
Main-Taunus-Kreis,1999,8.82
Main-Taunus-Kreis,2000,8.79
Main-Taunus-Kreis,2001,9.89
Main-Taunus-Kreis,2002,9.3
Odenwaldkreis,1979,6.84
Odenwaldkreis,1980,5.93
Odenwaldkreis,1981,7.01
Odenwaldkreis,1985,7.1
Odenwaldkreis,1986,6.82
Odenwaldkreis,1987,6.78
Odenwaldkreis,1988,7.63
Odenwaldkreis,1989,7.33
Odenwaldkreis,1990,6.92
Odenwaldkreis,1991,6.21
Odenwaldkreis,1993,7.76
Odenwaldkreis,1994,7.61
Odenwaldkreis,1995,8.21
Odenwaldkreis,1996,6.73
Odenwaldkreis,1997,7.14
Odenwaldkreis,1998,8.49
Odenwaldkreis,1999,9.03
Odenwaldkreis,2000,8.99
Odenwaldkreis,2001,9.89
Odenwaldkreis,2002,9.6
Odenwaldkreis,2003,7.56
"Offenbach, Landkreis",1979,6.84
"Offenbach, Landkreis",1980,5.93
"Offenbach, Landkreis",1981,7.01
"Offenbach, Landkreis",1985,7.11
"Offenbach, Landkreis",1986,7.02
"Offenbach, Landkreis",1987,7.19
"Offenbach, Landkreis",1988,8.04
"Offenbach, Landkreis",1989,7.93
"Offenbach, Landkreis",1990,6.99
"Offenbach, Landkreis",1991,6.25
"Offenbach, Landkreis",1993,7.76
"Offenbach, Landkreis",1994,7.3
"Offenbach, Landkreis",1995,6.21
"Offenbach, Landkreis",1996,7.36
"Offenbach, Landkreis",1997,6.93
"Offenbach, Landkreis",1998,7.49
"Offenbach, Landkreis",1999,7.71
"Offenbach, Landkreis",2000,7.9
"Offenbach, Landkreis",2001,8.75
"Offenbach, Landkreis",2002,5.15
"Offenbach, Landkreis",2003,4.18
Rheingau-Taunus-Kreis,1979,6.84
Rheingau-Taunus-Kreis,1980,5.93
Rheingau-Taunus-Kreis,1981,7.01
Rheingau-Taunus-Kreis,1985,6.71
Rheingau-Taunus-Kreis,1986,7.01
Rheingau-Taunus-Kreis,1987,7.08
Rheingau-Taunus-Kreis,1988,7.53
Rheingau-Taunus-Kreis,1989,7.43
Rheingau-Taunus-Kreis,1990,6.92
Rheingau-Taunus-Kreis,1991,6.28
Rheingau-Taunus-Kreis,1993,7.96
Rheingau-Taunus-Kreis,1994,7.51
Rheingau-Taunus-Kreis,1995,7.61
Rheingau-Taunus-Kreis,1996,8.3
Rheingau-Taunus-Kreis,1997,8.5
Rheingau-Taunus-Kreis,1998,8.69
Rheingau-Taunus-Kreis,1999,9.13
Rheingau-Taunus-Kreis,2000,9.09
Rheingau-Taunus-Kreis,2001,9.58
Rheingau-Taunus-Kreis,2002,9.3
Wetteraukreis,1979,6.84
Wetteraukreis,1980,5.93
Wetteraukreis,1981,7.01
Wetteraukreis,1985,7.36
Wetteraukreis,1986,7.62
Wetteraukreis,1987,7.31
Wetteraukreis,1988,7.82
Wetteraukreis,1989,8.16
Wetteraukreis,1990,7.22
Wetteraukreis,1991,7.08
Wetteraukreis,1993,8.56
Wetteraukreis,1994,7.63
Wetteraukreis,1995,8.71
Wetteraukreis,1996,8.41
Wetteraukreis,1997,8.92
Wetteraukreis,1998,8.99
Wetteraukreis,1999,9.43
Wetteraukreis,2000,9.68
Wetteraukreis,2001,9.79
Wetteraukreis,2002,8.59
Wetteraukreis,2003,9.15
Wetteraukreis,2019,9.91
"Gießen, Landkreis",1979,6.84
"Gießen, Landkreis",1980,5.93
"Gießen, Landkreis",1981,7.01
"Gießen, Landkreis",1985,7.01
"Gießen, Landkreis",1986,7.27
"Gießen, Landkreis",1987,7.24
"Gießen, Landkreis",1988,7.15
"Gießen, Landkreis",1989,7.53
"Gießen, Landkreis",1990,6.92
"Gießen, Landkreis",1991,6.48
"Gießen, Landkreis",1993,8.27
"Gießen, Landkreis",1994,7.2
"Gießen, Landkreis",1995,6.61
"Gießen, Landkreis",1996,7.15
"Gießen, Landkreis",1997,7.35
"Gießen, Landkreis",1998,8.29
"Gießen, Landkreis",1999,8.52
"Gießen, Landkreis",2000,8.59
"Gießen, Landkreis",2001,9.47
"Gießen, Landkreis",2002,9.3
Lahn-Dill-Kreis,1979,6.84
Lahn-Dill-Kreis,1980,5.93
Lahn-Dill-Kreis,1981,7.01
Lahn-Dill-Kreis,1985,6.71
Lahn-Dill-Kreis,1986,6.82
Lahn-Dill-Kreis,1987,6.88
Lahn-Dill-Kreis,1988,6.92
Lahn-Dill-Kreis,1989,6.84
Lahn-Dill-Kreis,1990,6.82
Lahn-Dill-Kreis,1991,6.57
Lahn-Dill-Kreis,1993,7.81
Lahn-Dill-Kreis,1994,7.09
Lahn-Dill-Kreis,1995,7.01
Lahn-Dill-Kreis,1996,7.67
Lahn-Dill-Kreis,1997,7.87
Lahn-Dill-Kreis,1998,8.29
Lahn-Dill-Kreis,1999,8.72
Lahn-Dill-Kreis,2000,8.99
Lahn-Dill-Kreis,2001,9.68
Lahn-Dill-Kreis,2002,9.3
"Limburg-Weilburg, Landkreis",1979,6.84
"Limburg-Weilburg, Landkreis",1980,5.93
"Limburg-Weilburg, Landkreis",1981,7.01
"Limburg-Weilburg, Landkreis",1985,6.72
"Limburg-Weilburg, Landkreis",1986,6.92
"Limburg-Weilburg, Landkreis",1987,6.83
"Limburg-Weilburg, Landkreis",1988,6.92
"Limburg-Weilburg, Landkreis",1989,6.94
"Limburg-Weilburg, Landkreis",1990,6.71
"Limburg-Weilburg, Landkreis",1991,6.48
"Limburg-Weilburg, Landkreis",1993,8.07
"Limburg-Weilburg, Landkreis",1994,7.61
"Limburg-Weilburg, Landkreis",1995,7.21
"Limburg-Weilburg, Landkreis",1996,7.88
"Limburg-Weilburg, Landkreis",1997,7.56
"Limburg-Weilburg, Landkreis",1998,8.19
"Limburg-Weilburg, Landkreis",1999,8.32
"Limburg-Weilburg, Landkreis",2000,8.39
"Limburg-Weilburg, Landkreis",2001,9.06
"Limburg-Weilburg, Landkreis",2002,7.88
"Limburg-Weilburg, Landkreis",2003,4.67
"Limburg-Weilburg, Landkreis",2017,9.67
"Limburg-Weilburg, Landkreis",2018,7.5
"Limburg-Weilburg, Landkreis",2019,9.71
"Limburg-Weilburg, Landkreis",2020,9.13
"Limburg-Weilburg, Landkreis",2021,10.1
"Marburg-Biedenkopf, Landkreis",1979,6.84
"Marburg-Biedenkopf, Landkreis",1980,5.93
"Marburg-Biedenkopf, Landkreis",1981,7.01
"Marburg-Biedenkopf, Landkreis",1985,6.55
"Marburg-Biedenkopf, Landkreis",1986,7.02
"Marburg-Biedenkopf, Landkreis",1987,7.14
"Marburg-Biedenkopf, Landkreis",1988,7.33
"Marburg-Biedenkopf, Landkreis",1989,7.33
"Marburg-Biedenkopf, Landkreis",1990,7.02
"Marburg-Biedenkopf, Landkreis",1991,6.48
"Marburg-Biedenkopf, Landkreis",1993,7.76
"Marburg-Biedenkopf, Landkreis",1994,7.82
"Marburg-Biedenkopf, Landkreis",1995,8.01
"Marburg-Biedenkopf, Landkreis",1996,8.09
"Marburg-Biedenkopf, Landkreis",1997,7.87
"Marburg-Biedenkopf, Landkreis",1998,8.39
"Marburg-Biedenkopf, Landkreis",1999,8.42
"Marburg-Biedenkopf, Landkreis",2000,8.3
"Marburg-Biedenkopf, Landkreis",2001,9.37
"Marburg-Biedenkopf, Landkreis",2002,9.3
Vogelsbergkreis,1979,6.84
Vogelsbergkreis,1980,5.93
Vogelsbergkreis,1981,7.01
Vogelsbergkreis,1985,6.92
Vogelsbergkreis,1986,7.12
Vogelsbergkreis,1987,7.29
Vogelsbergkreis,1988,8.55
Vogelsbergkreis,1989,8.06
Vogelsbergkreis,1990,7.22
Vogelsbergkreis,1991,6.48
Vogelsbergkreis,1993,7.86
Vogelsbergkreis,1994,8.34
Vogelsbergkreis,1995,7.61
Vogelsbergkreis,1996,8.3
Vogelsbergkreis,1997,8.08
Vogelsbergkreis,1998,7.99
Vogelsbergkreis,1999,8.52
Vogelsbergkreis,2000,8.49
Vogelsbergkreis,2001,8.85
Vogelsbergkreis,2002,9.3
Vogelsbergkreis,2003,8.95
"Kassel, kreisfreie Stadt",1980,5.93
"Kassel, kreisfreie Stadt",1985,6.83
"Kassel, kreisfreie Stadt",1986,7.16
"Fulda, Landkreis",1979,6.84
"Fulda, Landkreis",1980,5.93
"Fulda, Landkreis",1981,7.01
"Fulda, Landkreis",1985,6.73
"Fulda, Landkreis",1986,7.08
"Fulda, Landkreis",1987,7.29
"Fulda, Landkreis",1988,7.33
"Fulda, Landkreis",1989,7.23
"Fulda, Landkreis",1990,7.02
"Fulda, Landkreis",1991,6.48
"Fulda, Landkreis",1993,8.07
"Fulda, Landkreis",1994,7.93
"Fulda, Landkreis",1995,7.41
"Fulda, Landkreis",1996,8.09
"Fulda, Landkreis",1997,8.29
"Fulda, Landkreis",1998,7.79
"Fulda, Landkreis",1999,8.22
"Fulda, Landkreis",2000,8.3
"Fulda, Landkreis",2001,9.47
"Fulda, Landkreis",2002,9.3
"Hersfeld-Rotenburg, Landkreis",1979,6.84
"Hersfeld-Rotenburg, Landkreis",1980,5.93
"Hersfeld-Rotenburg, Landkreis",1981,7.01
"Hersfeld-Rotenburg, Landkreis",1985,6.76
"Hersfeld-Rotenburg, Landkreis",1986,7.14
"Hersfeld-Rotenburg, Landkreis",1987,7.2
"Hersfeld-Rotenburg, Landkreis",1988,7.02
"Hersfeld-Rotenburg, Landkreis",1989,6.74
"Hersfeld-Rotenburg, Landkreis",1990,6.92
"Hersfeld-Rotenburg, Landkreis",1991,6.48
"Hersfeld-Rotenburg, Landkreis",1993,7.96
"Hersfeld-Rotenburg, Landkreis",1994,8.24
"Hersfeld-Rotenburg, Landkreis",1995,7.21
"Hersfeld-Rotenburg, Landkreis",1996,7.78
"Hersfeld-Rotenburg, Landkreis",1997,7.98
"Hersfeld-Rotenburg, Landkreis",1998,8.19
"Hersfeld-Rotenburg, Landkreis",1999,8.52
"Hersfeld-Rotenburg, Landkreis",2000,8.59
"Hersfeld-Rotenburg, Landkreis",2001,9.16
"Hersfeld-Rotenburg, Landkreis",2002,9.3
"Kassel, Landkreis",1979,6.84
"Kassel, Landkreis",1980,5.93
"Kassel, Landkreis",1981,7.01
"Kassel, Landkreis",1985,6.83
"Kassel, Landkreis",1986,7.16
"Kassel, Landkreis",1987,7.28
"Kassel, Landkreis",1988,7.23
"Kassel, Landkreis",1989,7.13
"Kassel, Landkreis",1990,6.82
"Kassel, Landkreis",1991,6.38
"Kassel, Landkreis",1993,8.07
"Kassel, Landkreis",1994,7.72
"Kassel, Landkreis",1995,7.31
"Kassel, Landkreis",1996,7.99
"Kassel, Landkreis",1997,8.19
"Kassel, Landkreis",1998,8.69
"Kassel, Landkreis",1999,9.23
"Kassel, Landkreis",2000,8.99
"Kassel, Landkreis",2001,9.68
"Kassel, Landkreis",2002,9.3
Schwalm-Eder-Kreis,1979,6.84
Schwalm-Eder-Kreis,1980,5.93
Schwalm-Eder-Kreis,1981,7.01
Schwalm-Eder-Kreis,1985,6.96
Schwalm-Eder-Kreis,1986,7.2
Schwalm-Eder-Kreis,1987,7.31
Schwalm-Eder-Kreis,1988,7.13
Schwalm-Eder-Kreis,1989,6.84
Schwalm-Eder-Kreis,1990,6.92
Schwalm-Eder-Kreis,1991,6.48
Schwalm-Eder-Kreis,1993,8.27
Schwalm-Eder-Kreis,1994,7.93
Schwalm-Eder-Kreis,1995,7.41
Schwalm-Eder-Kreis,1996,8.09
Schwalm-Eder-Kreis,1997,8.08
Schwalm-Eder-Kreis,1998,8.39
Schwalm-Eder-Kreis,1999,8.42
Schwalm-Eder-Kreis,2000,9.58
Schwalm-Eder-Kreis,2001,9.47
Schwalm-Eder-Kreis,2002,9.3
Schwalm-Eder-Kreis,2003,8.55
"Waldeck-Frankenberg, Landkreis",1979,6.84
"Waldeck-Frankenberg, Landkreis",1980,5.93
"Waldeck-Frankenberg, Landkreis",1981,7.01
"Waldeck-Frankenberg, Landkreis",1985,6.91
"Waldeck-Frankenberg, Landkreis",1986,7.11
"Waldeck-Frankenberg, Landkreis",1987,7.18
"Waldeck-Frankenberg, Landkreis",1988,6.62
"Waldeck-Frankenberg, Landkreis",1989,6.74
"Waldeck-Frankenberg, Landkreis",1990,6.82
"Waldeck-Frankenberg, Landkreis",1991,6.48
"Waldeck-Frankenberg, Landkreis",1993,7.96
"Waldeck-Frankenberg, Landkreis",1994,8.03
"Waldeck-Frankenberg, Landkreis",1995,7.31
"Waldeck-Frankenberg, Landkreis",1996,7.88
"Waldeck-Frankenberg, Landkreis",1997,7.77
"Waldeck-Frankenberg, Landkreis",1998,8.09
"Waldeck-Frankenberg, Landkreis",1999,8.52
"Waldeck-Frankenberg, Landkreis",2000,9.09
"Waldeck-Frankenberg, Landkreis",2001,9.58
"Waldeck-Frankenberg, Landkreis",2002,9.3
Werra-Meißner-Kreis,1979,6.84
Werra-Meißner-Kreis,1980,5.93
Werra-Meißner-Kreis,1981,7.01
Werra-Meißner-Kreis,1985,6.74
Werra-Meißner-Kreis,1986,7.09
Werra-Meißner-Kreis,1987,7.16
Werra-Meißner-Kreis,1988,6.92
Werra-Meißner-Kreis,1989,7.04
Werra-Meißner-Kreis,1990,6.71
Werra-Meißner-Kreis,1991,6.57
Werra-Meißner-Kreis,1993,7.86
Werra-Meißner-Kreis,1994,7.61
Werra-Meißner-Kreis,1995,7.21
Werra-Meißner-Kreis,1996,7.57
Werra-Meißner-Kreis,1997,7.77
Werra-Meißner-Kreis,1998,8.59
Werra-Meißner-Kreis,1999,9.23
Werra-Meißner-Kreis,2000,9.18
Werra-Meißner-Kreis,2001,9.37
Werra-Meißner-Kreis,2002,9.0
"Koblenz, kreisfreie Stadt",1981,6.39
"Koblenz, kreisfreie Stadt",1982,6.54
"Ahrweiler, Landkreis",1981,6.15
"Ahrweiler, Landkreis",1982,6.17
"Ahrweiler, Landkreis",1996,6.2
"Ahrweiler, Landkreis",1998,6.5
"Ahrweiler, Landkreis",1999,6.0
"Ahrweiler, Landkreis",2000,6.5
"Altenkirchen (Westerwald), Landkreis",1981,5.86
"Altenkirchen (Westerwald), Landkreis",1982,6.11
"Altenkirchen (Westerwald), Landkreis",1999,6.44
"Bad Kreuznach, Landkreis",1979,6.29
"Bad Kreuznach, Landkreis",1980,5.42
"Bad Kreuznach, Landkreis",1981,6.58
"Bad Kreuznach, Landkreis",1982,6.75
"Bad Kreuznach, Landkreis",1983,5.98
"Bad Kreuznach, Landkreis",1984,5.89
"Bad Kreuznach, Landkreis",1985,5.77
"Bad Kreuznach, Landkreis",1986,5.4
"Bad Kreuznach, Landkreis",1987,6.0
"Bad Kreuznach, Landkreis",1988,5.85
"Bad Kreuznach, Landkreis",1989,6.1
"Bad Kreuznach, Landkreis",1990,5.5
"Bad Kreuznach, Landkreis",1993,6.23
"Bad Kreuznach, Landkreis",1994,6.45
"Bad Kreuznach, Landkreis",1996,6.9
"Bad Kreuznach, Landkreis",1998,7.0
"Bad Kreuznach, Landkreis",1999,6.44
"Bad Kreuznach, Landkreis",2000,7.5
"Birkenfeld, Landkreis",1981,5.99
"Birkenfeld, Landkreis",1982,6.07
"Cochem-Zell, Landkreis",1981,6.08
"Cochem-Zell, Landkreis",1982,6.08
"Cochem-Zell, Landkreis",1999,6.44
"Cochem-Zell, Landkreis",2004,6.71
"Mayen-Koblenz, Landkreis",1979,6.09
"Mayen-Koblenz, Landkreis",1980,5.45
"Mayen-Koblenz, Landkreis",1981,6.27
"Mayen-Koblenz, Landkreis",1982,6.1
"Mayen-Koblenz, Landkreis",1983,5.54
"Mayen-Koblenz, Landkreis",1984,6.15
"Mayen-Koblenz, Landkreis",1985,5.8
"Mayen-Koblenz, Landkreis",1986,6.0
"Mayen-Koblenz, Landkreis",1987,5.8
"Mayen-Koblenz, Landkreis",1988,5.4
"Mayen-Koblenz, Landkreis",1989,6.3
"Mayen-Koblenz, Landkreis",1990,5.6
"Mayen-Koblenz, Landkreis",1992,5.8
"Mayen-Koblenz, Landkreis",1993,6.14
"Mayen-Koblenz, Landkreis",1994,6.63
"Mayen-Koblenz, Landkreis",1996,6.55
"Mayen-Koblenz, Landkreis",1998,7.6
"Mayen-Koblenz, Landkreis",1999,6.93
"Mayen-Koblenz, Landkreis",2000,7.9
"Mayen-Koblenz, Landkreis",2008,7.9
"Neuwied, Landkreis",1979,6.08
"Neuwied, Landkreis",1980,5.4
"Neuwied, Landkreis",1981,6.2
"Neuwied, Landkreis",1982,6.65
"Neuwied, Landkreis",1983,5.71
"Neuwied, Landkreis",1984,5.99
"Neuwied, Landkreis",1985,6.25
"Neuwied, Landkreis",1986,5.49
"Neuwied, Landkreis",1987,5.42
"Neuwied, Landkreis",1988,6.5
"Neuwied, Landkreis",1989,6.46
"Neuwied, Landkreis",1990,5.72
"Neuwied, Landkreis",1992,6.49
"Neuwied, Landkreis",1993,6.16
"Neuwied, Landkreis",1994,6.95
"Neuwied, Landkreis",1996,6.78
"Neuwied, Landkreis",1998,7.05
"Neuwied, Landkreis",1999,6.55
"Neuwied, Landkreis",2000,7.4
Rhein-Hunsrück-Kreis,1981,6.12
Rhein-Hunsrück-Kreis,1982,6.19
Rhein-Hunsrück-Kreis,1999,6.44
Rhein-Lahn-Kreis,1981,6.15
Rhein-Lahn-Kreis,1982,5.96
Rhein-Lahn-Kreis,1983,5.2
Rhein-Lahn-Kreis,1986,5.9
Rhein-Lahn-Kreis,1987,5.7
Rhein-Lahn-Kreis,1988,5.5
Rhein-Lahn-Kreis,1989,5.6
Rhein-Lahn-Kreis,1990,5.9
Rhein-Lahn-Kreis,1992,5.1
Rhein-Lahn-Kreis,1993,6.06
Rhein-Lahn-Kreis,1994,6.23
Rhein-Lahn-Kreis,1999,6.25
Westerwaldkreis,1981,5.89
Westerwaldkreis,1982,5.93
Westerwaldkreis,1987,5.3
Westerwaldkreis,1988,5.32
Westerwaldkreis,1989,5.55
Westerwaldkreis,1990,5.2
Westerwaldkreis,1993,5.54
Westerwaldkreis,1994,5.62
Westerwaldkreis,1999,6.44
"Trier, kreisfreie Stadt",1981,5.5
"Trier, kreisfreie Stadt",1982,6.61
"Trier, kreisfreie Stadt",1993,5.9
"Bernkastel-Wittlich, Landkreis",1981,5.55
"Bernkastel-Wittlich, Landkreis",1982,6.25
"Bernkastel-Wittlich, Landkreis",1983,5.86
"Bernkastel-Wittlich, Landkreis",1984,5.73
"Bernkastel-Wittlich, Landkreis",1985,5.75
"Bernkastel-Wittlich, Landkreis",1986,5.7
"Bernkastel-Wittlich, Landkreis",1987,5.58
"Bernkastel-Wittlich, Landkreis",1988,5.5
"Bernkastel-Wittlich, Landkreis",1989,6.35
"Bernkastel-Wittlich, Landkreis",1990,5.67
"Bernkastel-Wittlich, Landkreis",1993,6.2
"Bernkastel-Wittlich, Landkreis",1994,6.4
"Bernkastel-Wittlich, Landkreis",1999,7.52
"Bernkastel-Wittlich, Landkreis",2006,7.49
Eifelkreis Bitburg-Prüm,1979,5.54
Eifelkreis Bitburg-Prüm,1980,4.93
Eifelkreis Bitburg-Prüm,1981,5.28
Eifelkreis Bitburg-Prüm,1982,5.87
Eifelkreis Bitburg-Prüm,1983,5.37
Eifelkreis Bitburg-Prüm,1984,5.49
Eifelkreis Bitburg-Prüm,1985,5.5
Eifelkreis Bitburg-Prüm,1986,5.55
Eifelkreis Bitburg-Prüm,1987,5.25
Eifelkreis Bitburg-Prüm,1988,5.3
Eifelkreis Bitburg-Prüm,1989,6.1
Eifelkreis Bitburg-Prüm,1990,5.43
Eifelkreis Bitburg-Prüm,1993,5.8
Eifelkreis Bitburg-Prüm,1994,5.97
Eifelkreis Bitburg-Prüm,1996,6.24
Eifelkreis Bitburg-Prüm,1998,6.9
Eifelkreis Bitburg-Prüm,1999,7.5
Eifelkreis Bitburg-Prüm,2000,7.1
Eifelkreis Bitburg-Prüm,2008,7.23
Eifelkreis Bitburg-Prüm,2009,9.84
"Vulkaneifel, Landkreis",1981,5.2
"Vulkaneifel, Landkreis",1982,5.75
"Vulkaneifel, Landkreis",1999,7.5
"Trier-Saarburg, Landkreis",1981,5.5
"Trier-Saarburg, Landkreis",1982,6.31
"Trier-Saarburg, Landkreis",1983,5.52
"Trier-Saarburg, Landkreis",1984,5.51
"Trier-Saarburg, Landkreis",1986,4.0
"Trier-Saarburg, Landkreis",1987,5.3
"Trier-Saarburg, Landkreis",1988,5.25
"Trier-Saarburg, Landkreis",1989,6.35
"Trier-Saarburg, Landkreis",1990,5.29
"Trier-Saarburg, Landkreis",1993,5.9
"Trier-Saarburg, Landkreis",1996,6.01
"Trier-Saarburg, Landkreis",1999,7.5
"Trier-Saarburg, Landkreis",2000,8.51
"Frankenthal (Pfalz), kreisfreie Stadt",1979,5.98
"Frankenthal (Pfalz), kreisfreie Stadt",1980,6.0
"Frankenthal (Pfalz), kreisfreie Stadt",1981,6.45
"Frankenthal (Pfalz), kreisfreie Stadt",1982,7.0
"Frankenthal (Pfalz), kreisfreie Stadt",1983,6.47
"Frankenthal (Pfalz), kreisfreie Stadt",1984,6.29
"Frankenthal (Pfalz), kreisfreie Stadt",1985,6.43
"Frankenthal (Pfalz), kreisfreie Stadt",1986,5.8
"Frankenthal (Pfalz), kreisfreie Stadt",1993,7.0
"Landau in der Pfalz, kreisfreie Stadt",1979,6.1
"Landau in der Pfalz, kreisfreie Stadt",1980,6.3
"Landau in der Pfalz, kreisfreie Stadt",1981,6.15
"Landau in der Pfalz, kreisfreie Stadt",1982,7.06
"Landau in der Pfalz, kreisfreie Stadt",1983,6.09
"Landau in der Pfalz, kreisfreie Stadt",1984,6.0
"Landau in der Pfalz, kreisfreie Stadt",1985,6.0
"Landau in der Pfalz, kreisfreie Stadt",1986,7.2
"Landau in der Pfalz, kreisfreie Stadt",1987,6.0
"Landau in der Pfalz, kreisfreie Stadt",1988,6.2
"Landau in der Pfalz, kreisfreie Stadt",1989,6.25
"Landau in der Pfalz, kreisfreie Stadt",1990,7.0
"Landau in der Pfalz, kreisfreie Stadt",1993,6.35
"Landau in der Pfalz, kreisfreie Stadt",1994,6.49
"Ludwigshafen am Rhein, kreisfreie Stadt",1981,6.43
"Ludwigshafen am Rhein, kreisfreie Stadt",1982,7.25
"Ludwigshafen am Rhein, kreisfreie Stadt",1986,5.85
"Ludwigshafen am Rhein, kreisfreie Stadt",1993,6.92
"Mainz, kreisfreie Stadt",1981,6.48
"Mainz, kreisfreie Stadt",1982,6.8
"Neustadt an der Weinstraße, kreisfreie Stadt",1981,6.2
"Neustadt an der Weinstraße, kreisfreie Stadt",1982,6.8
"Neustadt an der Weinstraße, kreisfreie Stadt",1983,5.62
"Neustadt an der Weinstraße, kreisfreie Stadt",1984,5.8
"Neustadt an der Weinstraße, kreisfreie Stadt",1985,6.0
"Neustadt an der Weinstraße, kreisfreie Stadt",1986,7.0
"Neustadt an der Weinstraße, kreisfreie Stadt",1987,5.9
"Neustadt an der Weinstraße, kreisfreie Stadt",1988,6.35
"Neustadt an der Weinstraße, kreisfreie Stadt",1989,7.0
"Neustadt an der Weinstraße, kreisfreie Stadt",1990,7.0
"Neustadt an der Weinstraße, kreisfreie Stadt",1992,6.61
"Neustadt an der Weinstraße, kreisfreie Stadt",1993,6.1
"Neustadt an der Weinstraße, kreisfreie Stadt",1994,6.18
"Pirmasens, kreisfreie Stadt",1981,6.3
"Pirmasens, kreisfreie Stadt",1982,6.28
"Pirmasens, kreisfreie Stadt",2006,7.05
"Speyer, kreisfreie Stadt",1979,6.29
"Speyer, kreisfreie Stadt",1980,6.1
"Speyer, kreisfreie Stadt",1981,6.6
"Speyer, kreisfreie Stadt",1982,6.28
"Speyer, kreisfreie Stadt",1983,5.67
"Speyer, kreisfreie Stadt",1984,5.7
"Speyer, kreisfreie Stadt",1985,6.0
"Speyer, kreisfreie Stadt",1986,5.0
"Speyer, kreisfreie Stadt",1987,6.2
"Speyer, kreisfreie Stadt",1988,6.5
"Speyer, kreisfreie Stadt",1989,6.7
"Speyer, kreisfreie Stadt",1990,5.65
"Speyer, kreisfreie Stadt",1992,5.98
"Speyer, kreisfreie Stadt",1993,6.94
"Speyer, kreisfreie Stadt",1994,7.12
"Worms, kreisfreie Stadt",1981,6.2
"Worms, kreisfreie Stadt",1982,6.47
"Worms, kreisfreie Stadt",1983,5.83
"Worms, kreisfreie Stadt",1986,6.2
"Worms, kreisfreie Stadt",1988,6.8
"Worms, kreisfreie Stadt",1990,6.33
"Worms, kreisfreie Stadt",1992,6.2
"Worms, kreisfreie Stadt",1993,6.7
"Worms, kreisfreie Stadt",1994,7.08
"Zweibrücken, kreisfreie Stadt",1981,6.3
"Zweibrücken, kreisfreie Stadt",1982,6.91
"Zweibrücken, kreisfreie Stadt",1983,4.82
"Zweibrücken, kreisfreie Stadt",1984,5.0
"Zweibrücken, kreisfreie Stadt",1985,6.0
"Zweibrücken, kreisfreie Stadt",1986,7.5
"Zweibrücken, kreisfreie Stadt",1987,5.7
"Zweibrücken, kreisfreie Stadt",1988,8.5
"Zweibrücken, kreisfreie Stadt",1989,7.0
"Zweibrücken, kreisfreie Stadt",1990,6.0
"Zweibrücken, kreisfreie Stadt",1992,6.5
"Zweibrücken, kreisfreie Stadt",1993,6.8
"Zweibrücken, kreisfreie Stadt",1994,6.95
"Alzey-Worms, Landkreis",1979,6.09
"Alzey-Worms, Landkreis",1981,6.4
"Alzey-Worms, Landkreis",1982,6.29
"Alzey-Worms, Landkreis",1987,6.18
"Alzey-Worms, Landkreis",1988,6.5
"Alzey-Worms, Landkreis",1989,7.33
"Alzey-Worms, Landkreis",1990,6.39
"Alzey-Worms, Landkreis",1992,5.78
"Alzey-Worms, Landkreis",1993,6.41
"Alzey-Worms, Landkreis",1994,7.04
"Alzey-Worms, Landkreis",1996,6.65
"Alzey-Worms, Landkreis",1998,7.58
"Alzey-Worms, Landkreis",1999,7.02
"Alzey-Worms, Landkreis",2000,4.87
"Alzey-Worms, Landkreis",2001,7.04
"Bad Dürkheim, Landkreis",1979,5.95
"Bad Dürkheim, Landkreis",1980,6.06
"Bad Dürkheim, Landkreis",1981,6.34
"Bad Dürkheim, Landkreis",1982,6.49
"Bad Dürkheim, Landkreis",1983,5.67
"Bad Dürkheim, Landkreis",1984,5.5
"Bad Dürkheim, Landkreis",1985,5.2
"Bad Dürkheim, Landkreis",1986,5.85
"Bad Dürkheim, Landkreis",1987,6.2
"Bad Dürkheim, Landkreis",1988,6.2
"Bad Dürkheim, Landkreis",1989,6.0
"Bad Dürkheim, Landkreis",1990,5.1
"Bad Dürkheim, Landkreis",1992,5.7
"Bad Dürkheim, Landkreis",1993,5.8
"Bad Dürkheim, Landkreis",1994,6.5
"Bad Dürkheim, Landkreis",1996,6.48
"Bad Dürkheim, Landkreis",1998,7.75
"Bad Dürkheim, Landkreis",1999,6.53
"Bad Dürkheim, Landkreis",2004,8.18
Donnersbergkreis,1979,5.67
Donnersbergkreis,1981,6.0
Donnersbergkreis,1982,6.33
Donnersbergkreis,1983,4.98
Donnersbergkreis,1984,5.75
Donnersbergkreis,1985,4.95
Donnersbergkreis,1986,6.04
