district,year,yield
"Schweinfurt, Landkreis",2001,8.48
"Schweinfurt, Landkreis",2002,9.02
"Schweinfurt, Landkreis",2003,5.51
"Schweinfurt, Landkreis",2004,9.55
"Schweinfurt, Landkreis",2005,8.29
"Schweinfurt, Landkreis",2006,7.74828049203184
"Schweinfurt, Landkreis",2007,8.29888730974554
"Schweinfurt, Landkreis",2008,7.77272731161351
"Schweinfurt, Landkreis",2009,9.79869022946049
"Schweinfurt, Landkreis",2010,8.96293412616261
"Schweinfurt, Landkreis",2011,10.2616293790234
"Schweinfurt, Landkreis",2012,9.56
"Schweinfurt, Landkreis",2013,8.42181473781571
"Schweinfurt, Landkreis",2014,9.89
"Schweinfurt, Landkreis",2015,6.491
"Schweinfurt, Landkreis",2017,9.13
"Schweinfurt, Landkreis",2018,8.0
"Schweinfurt, Landkreis",2019,12.15
"Schweinfurt, Landkreis",2020,7.56
"Schweinfurt, Landkreis",2021,7.38
"Würzburg, Landkreis",1979,5.45
"Würzburg, Landkreis",1980,5.29
"Würzburg, Landkreis",1981,5.63
"Würzburg, Landkreis",1982,6.32
"Würzburg, Landkreis",1983,5.25
"Würzburg, Landkreis",1984,5.11
"Würzburg, Landkreis",1985,6.38
"Würzburg, Landkreis",1986,6.64
"Würzburg, Landkreis",1987,6.16
"Würzburg, Landkreis",1988,6.63
"Würzburg, Landkreis",1989,7.1
"Würzburg, Landkreis",1990,6.97
"Würzburg, Landkreis",1991,6.17
"Würzburg, Landkreis",1992,8.12
"Würzburg, Landkreis",1993,7.65
"Würzburg, Landkreis",1994,8.42
"Würzburg, Landkreis",1995,7.53
"Würzburg, Landkreis",1996,8.52
"Würzburg, Landkreis",1997,8.62
"Würzburg, Landkreis",1998,8.86
"Würzburg, Landkreis",1999,8.99137078734424
"Würzburg, Landkreis",2000,10.0
"Würzburg, Landkreis",2001,8.87
"Würzburg, Landkreis",2002,9.36
"Würzburg, Landkreis",2003,6.8
"Würzburg, Landkreis",2004,8.45
"Würzburg, Landkreis",2005,9.18
"Würzburg, Landkreis",2006,9.6483858450662
"Würzburg, Landkreis",2007,9.75656427745811
"Würzburg, Landkreis",2008,9.65659597039944
"Würzburg, Landkreis",2009,10.3807081689572
"Würzburg, Landkreis",2010,11.1619235407523
"Würzburg, Landkreis",2011,11.6816412742994
"Würzburg, Landkreis",2012,11.12
"Würzburg, Landkreis",2013,10.0244404371285
"Würzburg, Landkreis",2014,10.67
"Würzburg, Landkreis",2015,7.932
"Würzburg, Landkreis",2016,9.98
"Würzburg, Landkreis",2017,11.65
"Würzburg, Landkreis",2018,7.99
"Würzburg, Landkreis",2019,8.66
"Würzburg, Landkreis",2020,10.7
"Würzburg, Landkreis",2021,10.93
"Augsburg, kreisfreie Stadt",1979,6.34
"Augsburg, kreisfreie Stadt",1980,5.0
"Augsburg, kreisfreie Stadt",1981,5.95
"Augsburg, kreisfreie Stadt",1982,6.3
"Augsburg, kreisfreie Stadt",1983,5.62
"Augsburg, kreisfreie Stadt",1984,5.73
"Augsburg, kreisfreie Stadt",1985,6.28
"Augsburg, kreisfreie Stadt",1986,6.28
"Augsburg, kreisfreie Stadt",1987,5.54
"Augsburg, kreisfreie Stadt",1988,7.27
"Augsburg, kreisfreie Stadt",1989,7.42
"Augsburg, kreisfreie Stadt",1990,6.8
"Augsburg, kreisfreie Stadt",1991,6.68
"Augsburg, kreisfreie Stadt",1992,7.15
"Augsburg, kreisfreie Stadt",1993,7.03
"Augsburg, kreisfreie Stadt",1994,7.74
"Augsburg, kreisfreie Stadt",1995,7.03
"Augsburg, kreisfreie Stadt",1996,7.84
"Augsburg, kreisfreie Stadt",1997,9.23
"Augsburg, kreisfreie Stadt",1998,9.31
"Augsburg, kreisfreie Stadt",1999,8.94113966562724
"Augsburg, kreisfreie Stadt",2000,10.4
"Augsburg, kreisfreie Stadt",2001,8.91
"Augsburg, kreisfreie Stadt",2002,10.36
"Augsburg, kreisfreie Stadt",2003,9.18
"Augsburg, kreisfreie Stadt",2004,9.16
"Augsburg, kreisfreie Stadt",2005,9.05
"Augsburg, kreisfreie Stadt",2006,8.8364288500287
"Augsburg, kreisfreie Stadt",2007,9.77298796712501
"Augsburg, kreisfreie Stadt",2008,10.6044687964369
"Augsburg, kreisfreie Stadt",2009,9.51343953176691
"Augsburg, kreisfreie Stadt",2010,9.21949798321379
"Augsburg, kreisfreie Stadt",2011,10.9865345372526
"Augsburg, kreisfreie Stadt",2012,10.31
"Augsburg, kreisfreie Stadt",2013,8.64730323285986
"Augsburg, kreisfreie Stadt",2014,11.961
"Augsburg, kreisfreie Stadt",2015,8.502
"Memmingen, kreisfreie Stadt",1979,6.5
"Memmingen, kreisfreie Stadt",1980,5.6
"Memmingen, kreisfreie Stadt",1981,5.74
"Memmingen, kreisfreie Stadt",1982,6.7
"Memmingen, kreisfreie Stadt",1987,5.03
"Memmingen, kreisfreie Stadt",1988,7.22
"Memmingen, kreisfreie Stadt",1989,7.22
"Memmingen, kreisfreie Stadt",1990,6.56
"Memmingen, kreisfreie Stadt",1991,6.84
"Memmingen, kreisfreie Stadt",1992,7.9
"Memmingen, kreisfreie Stadt",1993,7.87
"Memmingen, kreisfreie Stadt",1994,7.84
"Memmingen, kreisfreie Stadt",1995,6.97
"Memmingen, kreisfreie Stadt",1996,7.43
"Memmingen, kreisfreie Stadt",1997,8.6
"Memmingen, kreisfreie Stadt",1998,8.08
"Memmingen, kreisfreie Stadt",1999,8.00684080169091
"Memmingen, kreisfreie Stadt",2000,9.93
"Memmingen, kreisfreie Stadt",2001,8.53
"Memmingen, kreisfreie Stadt",2002,9.35
"Memmingen, kreisfreie Stadt",2003,9.59
"Memmingen, kreisfreie Stadt",2004,9.58
"Memmingen, kreisfreie Stadt",2005,10.11
"Memmingen, kreisfreie Stadt",2006,11.5476058835602
"Memmingen, kreisfreie Stadt",2007,9.3142558788722
"Memmingen, kreisfreie Stadt",2008,9.96820066865072
"Memmingen, kreisfreie Stadt",2009,10.214429813055
"Memmingen, kreisfreie Stadt",2010,8.21737863721229
"Memmingen, kreisfreie Stadt",2011,9.18873797661129
"Memmingen, kreisfreie Stadt",2012,10.19
"Memmingen, kreisfreie Stadt",2013,8.58697321030503
"Memmingen, kreisfreie Stadt",2014,10.704
"Memmingen, kreisfreie Stadt",2015,8.702
"Aichach-Friedberg, Landkreis",1979,5.76
"Aichach-Friedberg, Landkreis",1980,5.01
"Aichach-Friedberg, Landkreis",1981,5.45
"Aichach-Friedberg, Landkreis",1982,6.27
"Aichach-Friedberg, Landkreis",1983,5.18
"Aichach-Friedberg, Landkreis",1984,5.88
"Aichach-Friedberg, Landkreis",1985,6.41
"Aichach-Friedberg, Landkreis",1986,6.64
"Aichach-Friedberg, Landkreis",1987,6.0
"Aichach-Friedberg, Landkreis",1988,7.78
"Aichach-Friedberg, Landkreis",1989,8.03
"Aichach-Friedberg, Landkreis",1990,7.01
"Aichach-Friedberg, Landkreis",1991,7.62
"Aichach-Friedberg, Landkreis",1992,7.42
"Aichach-Friedberg, Landkreis",1993,8.52
"Aichach-Friedberg, Landkreis",1994,8.77
"Aichach-Friedberg, Landkreis",1995,7.28
"Aichach-Friedberg, Landkreis",1996,8.23
"Aichach-Friedberg, Landkreis",1997,8.96
"Aichach-Friedberg, Landkreis",1998,9.47
"Aichach-Friedberg, Landkreis",1999,8.41873599977037
"Aichach-Friedberg, Landkreis",2000,9.83
"Aichach-Friedberg, Landkreis",2001,9.29
"Aichach-Friedberg, Landkreis",2002,10.06
"Aichach-Friedberg, Landkreis",2003,8.9
"Aichach-Friedberg, Landkreis",2004,9.26
"Aichach-Friedberg, Landkreis",2005,9.56
"Aichach-Friedberg, Landkreis",2006,8.71099664724605
"Aichach-Friedberg, Landkreis",2007,9.97110416805994
"Aichach-Friedberg, Landkreis",2008,10.4201077300977
"Aichach-Friedberg, Landkreis",2009,10.6140236182518
"Aichach-Friedberg, Landkreis",2010,9.07934513877646
"Aichach-Friedberg, Landkreis",2011,11.7688843171485
"Aichach-Friedberg, Landkreis",2012,11.07
"Aichach-Friedberg, Landkreis",2013,8.87200842490473
"Aichach-Friedberg, Landkreis",2014,11.674
"Aichach-Friedberg, Landkreis",2015,8.002
"Aichach-Friedberg, Landkreis",2016,9.65
"Aichach-Friedberg, Landkreis",2017,10.8
"Aichach-Friedberg, Landkreis",2018,12.46
"Aichach-Friedberg, Landkreis",2019,11.53
"Aichach-Friedberg, Landkreis",2020,10.69
"Aichach-Friedberg, Landkreis",2021,10.81
"Augsburg, Landkreis",1979,6.36
"Augsburg, Landkreis",1980,4.9
"Augsburg, Landkreis",1981,5.2
"Augsburg, Landkreis",1982,6.36
"Augsburg, Landkreis",1983,6.1
"Augsburg, Landkreis",1984,5.68
"Augsburg, Landkreis",1985,6.04
"Augsburg, Landkreis",1986,6.62
"Augsburg, Landkreis",1987,6.08
"Augsburg, Landkreis",1988,7.67
"Augsburg, Landkreis",1989,7.68
"Augsburg, Landkreis",1990,6.87
"Augsburg, Landkreis",1991,7.0
"Augsburg, Landkreis",1992,7.05
"Augsburg, Landkreis",1993,7.13
"Augsburg, Landkreis",1994,8.06
"Augsburg, Landkreis",1995,6.95
"Augsburg, Landkreis",1996,8.18
"Augsburg, Landkreis",1997,8.15
"Augsburg, Landkreis",1998,8.76
"Augsburg, Landkreis",1999,8.55938314057799
"Augsburg, Landkreis",2000,9.64
"Augsburg, Landkreis",2001,8.79
"Augsburg, Landkreis",2002,9.44
"Augsburg, Landkreis",2003,8.68
"Augsburg, Landkreis",2004,8.75
"Augsburg, Landkreis",2005,8.56
"Augsburg, Landkreis",2006,9.4183370786269
"Augsburg, Landkreis",2007,9.69684811934617
"Augsburg, Landkreis",2008,10.0460531472354
"Augsburg, Landkreis",2009,9.73168433638042
"Augsburg, Landkreis",2010,9.76278549648181
"Augsburg, Landkreis",2011,11.3129065952391
"Augsburg, Landkreis",2012,10.04
"Augsburg, Landkreis",2013,8.10972089064711
"Augsburg, Landkreis",2014,11.061
"Augsburg, Landkreis",2015,8.972
"Augsburg, Landkreis",2016,10.29
"Augsburg, Landkreis",2017,13.9
"Augsburg, Landkreis",2018,10.82
"Augsburg, Landkreis",2019,10.61
"Augsburg, Landkreis",2020,12.42
"Augsburg, Landkreis",2021,10.78
"Dillingen an der Donau, Landkreis",1979,6.2
"Dillingen an der Donau, Landkreis",1980,5.09
"Dillingen an der Donau, Landkreis",1981,5.51
"Dillingen an der Donau, Landkreis",1982,6.54
"Dillingen an der Donau, Landkreis",1983,6.09
"Dillingen an der Donau, Landkreis",1984,5.31
"Dillingen an der Donau, Landkreis",1985,6.21
"Dillingen an der Donau, Landkreis",1986,7.04
"Dillingen an der Donau, Landkreis",1987,5.57
"Dillingen an der Donau, Landkreis",1988,7.37
"Dillingen an der Donau, Landkreis",1989,7.83
"Dillingen an der Donau, Landkreis",1990,6.96
"Dillingen an der Donau, Landkreis",1991,7.4
"Dillingen an der Donau, Landkreis",1992,7.52
"Dillingen an der Donau, Landkreis",1993,8.08
"Dillingen an der Donau, Landkreis",1994,7.67
"Dillingen an der Donau, Landkreis",1995,7.19
"Dillingen an der Donau, Landkreis",1996,8.01
"Dillingen an der Donau, Landkreis",1997,8.09
"Dillingen an der Donau, Landkreis",1998,8.54
"Dillingen an der Donau, Landkreis",1999,8.81053874916302
"Dillingen an der Donau, Landkreis",2000,9.0
"Dillingen an der Donau, Landkreis",2001,8.95
"Dillingen an der Donau, Landkreis",2002,8.95
"Dillingen an der Donau, Landkreis",2003,8.0
"Dillingen an der Donau, Landkreis",2004,8.79
"Dillingen an der Donau, Landkreis",2005,9.01
"Dillingen an der Donau, Landkreis",2006,8.89054618701221
"Dillingen an der Donau, Landkreis",2007,9.74128317928995
"Dillingen an der Donau, Landkreis",2008,9.89398111230704
"Dillingen an der Donau, Landkreis",2009,9.81743614343534
"Dillingen an der Donau, Landkreis",2010,9.71237464185933
"Dillingen an der Donau, Landkreis",2011,10.2559611475949
"Dillingen an der Donau, Landkreis",2012,10.15
"Dillingen an der Donau, Landkreis",2013,9.47081500783272
"Dillingen an der Donau, Landkreis",2014,10.91
"Dillingen an der Donau, Landkreis",2015,8.742
"Dillingen an der Donau, Landkreis",2017,11.65
"Dillingen an der Donau, Landkreis",2018,10.01
"Dillingen an der Donau, Landkreis",2019,10.4
"Dillingen an der Donau, Landkreis",2020,10.73
"Dillingen an der Donau, Landkreis",2021,10.84
"Günzburg, Landkreis",1979,5.95
"Günzburg, Landkreis",1980,5.15
"Günzburg, Landkreis",1981,5.97
"Günzburg, Landkreis",1982,6.85
"Günzburg, Landkreis",1983,6.38
"Günzburg, Landkreis",1984,5.45
"Günzburg, Landkreis",1985,6.85
"Günzburg, Landkreis",1986,7.44
"Günzburg, Landkreis",1987,5.73
"Günzburg, Landkreis",1988,7.68
"Günzburg, Landkreis",1989,7.56
"Günzburg, Landkreis",1990,7.12
"Günzburg, Landkreis",1991,7.67
"Günzburg, Landkreis",1992,7.93
"Günzburg, Landkreis",1993,8.32
"Günzburg, Landkreis",1994,8.09
"Günzburg, Landkreis",1995,7.66
"Günzburg, Landkreis",1996,8.26
"Günzburg, Landkreis",1997,8.57
"Günzburg, Landkreis",1998,8.89
"Günzburg, Landkreis",1999,9.06169435774805
"Günzburg, Landkreis",2000,9.15
"Günzburg, Landkreis",2001,8.57
"Günzburg, Landkreis",2002,10.11
"Günzburg, Landkreis",2003,9.68
"Günzburg, Landkreis",2004,9.49
"Günzburg, Landkreis",2005,9.65
"Günzburg, Landkreis",2006,8.70442109016898
"Günzburg, Landkreis",2007,9.01598103040827
"Günzburg, Landkreis",2008,10.7458617137228
"Günzburg, Landkreis",2009,10.002813597563
"Günzburg, Landkreis",2010,9.42874303336808
"Günzburg, Landkreis",2011,9.49567011462672
"Günzburg, Landkreis",2012,9.68
"Günzburg, Landkreis",2013,8.61713950144982
"Günzburg, Landkreis",2014,10.883
"Günzburg, Landkreis",2015,8.182
"Günzburg, Landkreis",2016,9.95
"Günzburg, Landkreis",2017,11.5
"Günzburg, Landkreis",2018,10.66
"Günzburg, Landkreis",2020,10.79
"Günzburg, Landkreis",2021,9.8
"Neu-Ulm, Landkreis",1979,5.9
"Neu-Ulm, Landkreis",1980,5.28
"Neu-Ulm, Landkreis",1981,5.95
"Neu-Ulm, Landkreis",1982,6.3
"Neu-Ulm, Landkreis",1983,5.67
"Neu-Ulm, Landkreis",1984,5.85
"Neu-Ulm, Landkreis",1985,6.12
"Neu-Ulm, Landkreis",1986,6.82
"Neu-Ulm, Landkreis",1987,6.42
"Neu-Ulm, Landkreis",1988,7.58
"Neu-Ulm, Landkreis",1989,7.6
"Neu-Ulm, Landkreis",1990,7.34
"Neu-Ulm, Landkreis",1991,7.95
"Neu-Ulm, Landkreis",1992,7.7
"Neu-Ulm, Landkreis",1993,8.16
"Neu-Ulm, Landkreis",1994,8.3
"Neu-Ulm, Landkreis",1995,6.84
"Neu-Ulm, Landkreis",1996,7.87
"Neu-Ulm, Landkreis",1997,7.94
"Neu-Ulm, Landkreis",1998,8.71
"Neu-Ulm, Landkreis",1999,9.23248017158588
"Neu-Ulm, Landkreis",2000,9.75
"Neu-Ulm, Landkreis",2001,9.09
"Neu-Ulm, Landkreis",2002,9.63
"Neu-Ulm, Landkreis",2003,9.38
"Neu-Ulm, Landkreis",2004,9.3
"Neu-Ulm, Landkreis",2005,9.43
"Neu-Ulm, Landkreis",2006,9.24548505436843
"Neu-Ulm, Landkreis",2007,9.5648521126495
"Neu-Ulm, Landkreis",2008,10.1935231128952
"Neu-Ulm, Landkreis",2009,10.194432899868
"Neu-Ulm, Landkreis",2010,9.40524046768348
"Neu-Ulm, Landkreis",2011,10.9670568280909
"Neu-Ulm, Landkreis",2012,9.98
"Neu-Ulm, Landkreis",2013,7.96989367007093
"Neu-Ulm, Landkreis",2014,10.086
"Neu-Ulm, Landkreis",2015,7.191
"Neu-Ulm, Landkreis",2016,10.08
"Neu-Ulm, Landkreis",2017,10.74
"Neu-Ulm, Landkreis",2018,10.36
"Neu-Ulm, Landkreis",2019,9.55
"Neu-Ulm, Landkreis",2020,10.28
"Neu-Ulm, Landkreis",2021,9.78
"Lindau (Bodensee), Landkreis",1979,6.0
"Lindau (Bodensee), Landkreis",1980,5.0
"Lindau (Bodensee), Landkreis",1981,5.67
"Lindau (Bodensee), Landkreis",1982,6.44
"Lindau (Bodensee), Landkreis",1983,5.6
"Lindau (Bodensee), Landkreis",1984,5.38
"Lindau (Bodensee), Landkreis",1985,6.24
"Lindau (Bodensee), Landkreis",1986,5.96
"Lindau (Bodensee), Landkreis",1987,5.24
"Lindau (Bodensee), Landkreis",1988,7.24
"Lindau (Bodensee), Landkreis",1989,7.05
"Lindau (Bodensee), Landkreis",1990,6.82
"Lindau (Bodensee), Landkreis",1991,7.35
"Lindau (Bodensee), Landkreis",1992,7.56
"Lindau (Bodensee), Landkreis",1993,8.19
"Lindau (Bodensee), Landkreis",1994,7.73
"Lindau (Bodensee), Landkreis",2007,9.51370461289516
"Lindau (Bodensee), Landkreis",2008,10.1499915623039
"Lindau (Bodensee), Landkreis",2009,9.96407614116639
"Lindau (Bodensee), Landkreis",2010,9.26960395051386
"Lindau (Bodensee), Landkreis",2011,9.55828504740979
"Lindau (Bodensee), Landkreis",2012,10.09
"Lindau (Bodensee), Landkreis",2013,8.10433302986633
"Lindau (Bodensee), Landkreis",2014,10.35
"Lindau (Bodensee), Landkreis",2015,8.002
"Ostallgäu, Landkreis",1979,6.04
"Ostallgäu, Landkreis",1980,4.8
"Ostallgäu, Landkreis",1981,5.74
"Ostallgäu, Landkreis",1982,6.69
"Ostallgäu, Landkreis",1983,5.95
"Ostallgäu, Landkreis",1984,5.33
"Ostallgäu, Landkreis",1985,6.05
"Ostallgäu, Landkreis",1986,5.83
"Ostallgäu, Landkreis",1987,5.03
"Ostallgäu, Landkreis",1988,7.52
"Ostallgäu, Landkreis",1989,6.72
"Ostallgäu, Landkreis",1990,7.5
"Ostallgäu, Landkreis",1991,7.42
"Ostallgäu, Landkreis",1992,7.71
"Ostallgäu, Landkreis",1993,7.87
"Ostallgäu, Landkreis",1994,8.29
"Ostallgäu, Landkreis",1995,6.97
"Ostallgäu, Landkreis",1996,8.01
"Ostallgäu, Landkreis",1997,8.67
"Ostallgäu, Landkreis",1998,8.05
"Ostallgäu, Landkreis",1999,8.96123211431404
"Ostallgäu, Landkreis",2000,9.27
"Ostallgäu, Landkreis",2001,9.25
"Ostallgäu, Landkreis",2002,9.82
"Ostallgäu, Landkreis",2003,9.59
"Ostallgäu, Landkreis",2004,9.97
"Ostallgäu, Landkreis",2005,9.95
"Ostallgäu, Landkreis",2006,9.19191692586655
"Ostallgäu, Landkreis",2007,8.8601850900979
"Ostallgäu, Landkreis",2008,10.0550383184801
"Ostallgäu, Landkreis",2009,9.91750070335495
"Ostallgäu, Landkreis",2010,9.4755499162283
"Ostallgäu, Landkreis",2011,10.4871466037411
"Ostallgäu, Landkreis",2012,9.84
"Ostallgäu, Landkreis",2013,6.53575244344059
"Ostallgäu, Landkreis",2014,10.9
"Ostallgäu, Landkreis",2015,6.701
"Unterallgäu, Landkreis",1979,6.26
"Unterallgäu, Landkreis",1980,5.11
"Unterallgäu, Landkreis",1981,5.74
"Unterallgäu, Landkreis",1982,6.69
"Unterallgäu, Landkreis",1983,5.95
"Unterallgäu, Landkreis",1984,5.24
"Unterallgäu, Landkreis",1985,5.77
"Unterallgäu, Landkreis",1986,6.3
"Unterallgäu, Landkreis",1987,5.06
"Unterallgäu, Landkreis",1988,7.25
"Unterallgäu, Landkreis",1989,7.04
"Unterallgäu, Landkreis",1990,6.44
"Unterallgäu, Landkreis",1991,6.73
"Unterallgäu, Landkreis",1992,7.68
"Unterallgäu, Landkreis",1993,7.47
"Unterallgäu, Landkreis",1994,8.33
"Unterallgäu, Landkreis",1995,6.86
"Unterallgäu, Landkreis",1996,8.48
"Unterallgäu, Landkreis",1997,7.7
"Unterallgäu, Landkreis",1998,8.61
"Unterallgäu, Landkreis",1999,8.02693325037771
"Unterallgäu, Landkreis",2000,8.68
"Unterallgäu, Landkreis",2001,8.45
"Unterallgäu, Landkreis",2002,9.35
"Unterallgäu, Landkreis",2003,9.61
"Unterallgäu, Landkreis",2004,8.59
"Unterallgäu, Landkreis",2005,9.07
"Unterallgäu, Landkreis",2006,8.59007741230512
"Unterallgäu, Landkreis",2007,9.68157531949745
"Unterallgäu, Landkreis",2008,9.59866520764222
"Unterallgäu, Landkreis",2009,9.46162726981481
"Unterallgäu, Landkreis",2010,9.29445351007348
"Unterallgäu, Landkreis",2011,10.9350213594507
"Unterallgäu, Landkreis",2012,10.57
"Unterallgäu, Landkreis",2013,9.78285142469435
"Unterallgäu, Landkreis",2014,10.593
"Unterallgäu, Landkreis",2015,8.852
"Unterallgäu, Landkreis",2016,8.85
"Unterallgäu, Landkreis",2018,10.91
"Donau-Ries, Landkreis",1979,6.14
"Donau-Ries, Landkreis",1980,4.83
"Donau-Ries, Landkreis",1981,5.85
"Donau-Ries, Landkreis",1982,6.46
"Donau-Ries, Landkreis",1983,5.37
"Donau-Ries, Landkreis",1984,5.47
"Donau-Ries, Landkreis",1985,6.19
"Donau-Ries, Landkreis",1986,6.93
"Donau-Ries, Landkreis",1987,6.16
"Donau-Ries, Landkreis",1988,7.16
"Donau-Ries, Landkreis",1989,7.3
"Donau-Ries, Landkreis",1990,6.7
"Donau-Ries, Landkreis",1991,7.2
"Donau-Ries, Landkreis",1992,7.46
"Donau-Ries, Landkreis",1993,8.53
"Donau-Ries, Landkreis",1994,7.49
"Donau-Ries, Landkreis",1995,7.05
"Donau-Ries, Landkreis",1996,7.97
"Donau-Ries, Landkreis",1997,8.11
"Donau-Ries, Landkreis",1998,8.54
"Donau-Ries, Landkreis",1999,8.44887467280057
"Donau-Ries, Landkreis",2000,8.59
"Donau-Ries, Landkreis",2001,8.49
"Donau-Ries, Landkreis",2002,9.14
"Donau-Ries, Landkreis",2003,7.1
"Donau-Ries, Landkreis",2004,8.8
"Donau-Ries, Landkreis",2005,9.12
"Donau-Ries, Landkreis",2006,8.20808292954234
"Donau-Ries, Landkreis",2007,9.31166375388343
"Donau-Ries, Landkreis",2008,10.2260400337412
"Donau-Ries, Landkreis",2009,9.92748371935019
"Donau-Ries, Landkreis",2010,9.67221675565789
"Donau-Ries, Landkreis",2011,9.84098536326098
"Donau-Ries, Landkreis",2012,10.19
"Donau-Ries, Landkreis",2013,8.77573751362317
"Donau-Ries, Landkreis",2014,10.84
"Donau-Ries, Landkreis",2015,7.742
"Donau-Ries, Landkreis",2017,9.48
"Donau-Ries, Landkreis",2018,9.84
"Donau-Ries, Landkreis",2019,10.66
"Donau-Ries, Landkreis",2020,9.98
"Donau-Ries, Landkreis",2021,10.64
"Oberallgäu, Landkreis",1995,7.06
"Oberallgäu, Landkreis",1996,7.93
"Oberallgäu, Landkreis",1997,7.77
"Oberallgäu, Landkreis",1998,8.03
"Oberallgäu, Landkreis",2007,8.71590967680332
"Oberallgäu, Landkreis",2008,9.08954468266023
"Oberallgäu, Landkreis",2009,9.33318488800711
"Oberallgäu, Landkreis",2010,8.94892575979338
"Oberallgäu, Landkreis",2011,9.66815039278231
"Oberallgäu, Landkreis",2012,9.98
"Oberallgäu, Landkreis",2013,8.18477305993945
"Oberallgäu, Landkreis",2014,10.157
"Oberallgäu, Landkreis",2015,7.601
"Regionalverband Saarbrücken, Landkreis",1979,3.4
"Regionalverband Saarbrücken, Landkreis",1980,2.5
"Regionalverband Saarbrücken, Landkreis",1981,5.05
"Regionalverband Saarbrücken, Landkreis",1982,5.49
"Regionalverband Saarbrücken, Landkreis",1983,3.0
"Regionalverband Saarbrücken, Landkreis",1984,4.18
"Regionalverband Saarbrücken, Landkreis",1985,4.72
"Regionalverband Saarbrücken, Landkreis",1986,6.01
"Regionalverband Saarbrücken, Landkreis",1987,4.3
"Regionalverband Saarbrücken, Landkreis",1988,6.38
"Regionalverband Saarbrücken, Landkreis",1989,6.43
"Regionalverband Saarbrücken, Landkreis",1990,5.46
"Regionalverband Saarbrücken, Landkreis",1991,4.25
"Regionalverband Saarbrücken, Landkreis",1992,4.57
"Regionalverband Saarbrücken, Landkreis",1993,5.09
"Regionalverband Saarbrücken, Landkreis",1994,4.75
"Regionalverband Saarbrücken, Landkreis",1995,4.97
"Regionalverband Saarbrücken, Landkreis",1996,6.62
"Regionalverband Saarbrücken, Landkreis",1997,4.98
"Regionalverband Saarbrücken, Landkreis",1999,5.96
"Regionalverband Saarbrücken, Landkreis",2000,6.64
"Regionalverband Saarbrücken, Landkreis",2001,7.04
"Regionalverband Saarbrücken, Landkreis",2002,6.85
"Merzig-Wadern, Landkreis",1979,3.75
"Merzig-Wadern, Landkreis",1980,3.5
"Merzig-Wadern, Landkreis",1981,5.21
"Merzig-Wadern, Landkreis",1982,5.68
"Merzig-Wadern, Landkreis",1983,4.75
"Merzig-Wadern, Landkreis",1984,6.61
"Merzig-Wadern, Landkreis",1985,4.25
"Merzig-Wadern, Landkreis",1986,5.67
"Merzig-Wadern, Landkreis",1987,3.94
"Merzig-Wadern, Landkreis",1988,6.26
"Merzig-Wadern, Landkreis",1989,6.25
"Merzig-Wadern, Landkreis",1990,5.63
"Merzig-Wadern, Landkreis",1991,4.14
"Merzig-Wadern, Landkreis",1992,4.56
"Merzig-Wadern, Landkreis",1993,5.17
"Merzig-Wadern, Landkreis",1994,4.75
"Merzig-Wadern, Landkreis",1995,5.25
"Merzig-Wadern, Landkreis",1996,7.67
"Merzig-Wadern, Landkreis",1997,5.77
"Merzig-Wadern, Landkreis",1998,4.56
"Merzig-Wadern, Landkreis",1999,5.82
"Merzig-Wadern, Landkreis",2000,7.08
"Merzig-Wadern, Landkreis",2001,6.99
"Merzig-Wadern, Landkreis",2002,6.52
"Neunkirchen, Landkreis",1979,3.82
"Neunkirchen, Landkreis",1980,3.45
"Neunkirchen, Landkreis",1981,4.85
"Neunkirchen, Landkreis",1982,5.64
"Neunkirchen, Landkreis",1983,2.95
"Neunkirchen, Landkreis",1984,4.11
"Neunkirchen, Landkreis",1985,4.27
"Neunkirchen, Landkreis",1987,4.18
"Neunkirchen, Landkreis",1988,8.0
"Neunkirchen, Landkreis",1989,6.5
"Neunkirchen, Landkreis",1993,4.73
"Neunkirchen, Landkreis",1995,4.13
"Neunkirchen, Landkreis",1997,5.15
"Neunkirchen, Landkreis",1998,4.7
"Neunkirchen, Landkreis",1999,6.42
"Saarlouis, Landkreis",1979,3.76
"Saarlouis, Landkreis",1980,3.73
"Saarlouis, Landkreis",1981,5.91
"Saarlouis, Landkreis",1982,5.18
"Saarlouis, Landkreis",1983,3.02
"Saarlouis, Landkreis",1984,4.23
"Saarlouis, Landkreis",1985,4.93
"Saarlouis, Landkreis",1986,5.98
"Saarlouis, Landkreis",1987,4.86
"Saarlouis, Landkreis",1988,6.58
"Saarlouis, Landkreis",1989,6.81
"Saarlouis, Landkreis",1990,5.89
"Saarlouis, Landkreis",1991,4.76
"Saarlouis, Landkreis",1992,4.29
"Saarlouis, Landkreis",1993,4.67
"Saarlouis, Landkreis",1995,5.58
"Saarlouis, Landkreis",1997,4.83
"Saarlouis, Landkreis",1998,4.55
"Saarlouis, Landkreis",1999,5.79
"Saarlouis, Landkreis",2001,7.09
"Saarlouis, Landkreis",2002,6.81
Saarpfalz-Kreis,1979,4.0
Saarpfalz-Kreis,1980,4.11
Saarpfalz-Kreis,1981,4.92
Saarpfalz-Kreis,1982,6.53
Saarpfalz-Kreis,1983,2.77
Saarpfalz-Kreis,1984,3.9
Saarpfalz-Kreis,1985,4.81
Saarpfalz-Kreis,1986,5.84
Saarpfalz-Kreis,1987,3.86
Saarpfalz-Kreis,1988,7.78
